B	929	226	0	# 36
1	914	346	0	# 3
3	937	301	0	# 22 Different from Desmos
1	456	-30	0	# 1
2	83	172	0	# 12
B	286	193	0	# 31
3	292	74	0	# 23
2	439	196	0	# 11
