1	91	-34	0
2	247	132	0
2	535	205	0
3	574	205	0
3	609	196	0
3	923	226	0
3	932	312	0
1	914	352	0
3	587	68	0
3	530	98	0
1	447	-10	0
1	76	-3	0
3	263	122	0
B	627	64	0
